product_id,,category,discounted_price,actual_price,discount_percentage,rating,rating_count
B09C635BMM,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹349,₹999,65%,4,839
B00GG59HU2,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹467,₹599,22%,4.4,"44,054"
B00RGLI0ZS,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹449,₹599,25%,4,"3,231"
B09ZPJT8B2,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹11,990","₹31,990",63%,4.2,64
B07HZ2QCGR,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹350,₹599,42%,3.9,"8,314"
B095244Q22,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹252,₹999,75%,3.7,"2,249"
B08CKW1KH9,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹204,₹599,66%,3.6,339
B0BLV1GNLN,,"Electronics|HomeTheater,TV&Video|Projectors","₹6,490","₹9,990",35%,4,27
B08RHPDNVV,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹235,₹599,61%,3.5,197
B00NH13Q8W,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹299,₹800,63%,4.5,"74,977"
B0B8SSZ76F,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹799,"₹1,999",60%,4.2,"8,583"
B0841KQR1Z,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹299,₹999,70%,3.8,928
B0B467CCB9,,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions","₹6,999","₹16,990",59%,3.8,110
B095JQVC7N,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹42,999","₹59,999",28%,4.1,"6,753"
B08PPHFXG3,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹173,₹999,83%,4.3,"1,237"
B06XR9PR5X,,Electronics|HomeAudio|Accessories|Adapters,₹209,₹600,65%,4.4,"18,872"
B09JSW16QD,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹848.99,"₹1,490",43%,3.9,356
B07JH1CBGW,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹649,"₹1,999",68%,4.2,"24,269"
B09127FZCK,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹299,₹899,67%,3.8,425
B083GQGT3Z,,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",₹399,₹799,50%,4.1,"1,161"
B09Q8WQ5QJ,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹249,₹499,50%,4.1,"1,508"
B07YZG8PPY,,"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers","₹1,249","₹2,299",46%,4.3,"7,636"
B09H39KTTB,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹213,₹499,57%,3.7,246
B08DCVRW98,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹209,₹499,58%,4,479
B0718ZN31Q,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹598,"₹4,999",88%,4.2,910
B0162LYSFS,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹799,"₹1,749",54%,4.1,"5,626"
B07PFJ5VQD,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹159,₹595,73%,4.3,"14,184"
B01J8S6X2I,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|DVICables,₹499,"₹1,100",55%,4.4,"25,177"
B09MJ77786,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹31,999","₹49,999",36%,4.3,"21,252"
B09NNGHG22,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹32,990","₹56,790",42%,4.3,567
B07V5YF4ND,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹299,"₹1,199",75%,3.5,466
B0B65P827P,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹128.31,₹549,77%,3.9,61
B084MZYBTV,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹599,₹849,29%,4.5,474
B097ZQTDVZ,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹399,₹899,56%,3.4,431
B0B5F3YZY4,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹449,"₹1,099",59%,4,242
B09G5TSGXV,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹254,₹799,68%,4,"2,905"
B006LW0WDQ,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|SpeakerCables",₹399,₹795,50%,4.4,"12,091"
B09YLX91QR,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹179,₹399,55%,4,"1,423"
B081FJWN52,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹339,₹999,66%,4.3,"6,255"
B0758F7KK7,,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",₹399,₹999,60%,4,"1,236"
B09L835C3V,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹199,₹399,50%,4.2,"1,335"
B098TV3L96,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹349,"₹1,999",83%,3.8,197
B08NCKT9FG,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹299,₹798,63%,4.4,"28,791"
B0B4T6MR8N,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹89,₹800,89%,3.9,"1,075"
B01GGKZ4NU,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹549,₹995,45%,4.2,"29,746"
B09BW2GP18,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹129,"₹1,000",87%,3.9,295
B09WN3SRC7,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹77,990","₹1,39,900",44%,4.7,"5,935"
B09B125CFJ,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹349,₹799,56%,3.6,323
B09RQRZW2X,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹499,₹899,44%,3.7,185
B07924P3C5,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹299,₹799,63%,4.2,"2,117"
B08N1WL9XW,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹182,₹599,70%,4,"9,378"
B07VVXJ2P5,,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",₹96,₹399,76%,3.6,"1,796"
B0BC8BQ432,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹54,990","₹85,000",35%,4.3,"3,587"
B06XFTHCNY,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|RCACables",₹439,₹758,42%,4.2,"4,296"
B08CT62BM1,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹299,₹999,70%,4.3,"2,651"
B07CRL2GY6,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹299,₹799,63%,4.2,"94,363"
B07DWFX9YS,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹789,"₹1,999",61%,4.2,"34,540"
B01D5H90L4,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹299,₹700,57%,4.4,"8,714"
B07F1P8KNV,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹325,"₹1,099",70%,4.2,"10,576"
B084N1BM9L,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"₹1,299","₹1,999",35%,4.4,"7,318"
B09F6D21BY,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹790,"₹1,999",60%,3,103
B09LQQYNZQ,,Electronics|HomeAudio|MediaStreamingDevices|StreamingClients,"₹4,699","₹4,699",0%,4.5,224
B0BC9BW512,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹18,999","₹24,990",24%,4.3,"4,702"
B0B61HYR92,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹999,80%,4.2,85
B075ZTJ9XR,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹269,₹650,59%,4.4,"35,877"
B0978V2CP6,,"Electronics|HomeTheater,TV&Video|AVReceivers&Amplifiers","₹1,990","₹3,100",36%,4,897
B09LRZYBH1,,Electronics|HomeAudio|Speakers|TowerSpeakers,"₹2,299","₹3,999",43%,3.8,282
B0B997FBZT,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹35,999","₹49,990",28%,4.3,"1,611"
B098LCVYPW,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹349,₹999,65%,4.2,513
B09HV71RL1,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹719,"₹1,499",52%,4.1,"1,045"
B08PZ6HZLT,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹8,999","₹18,999",53%,4,"6,347"
B075TJHWVC,,"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers",₹917,"₹2,299",60%,4.2,"3,300"
B09LV13JFB,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹399,₹999,60%,3.3,23
B092BL5DCX,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹45,999","₹69,900",34%,4.3,"7,109"
B09VH568H7,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹119,₹299,60%,3.8,51
B09HQSV46W,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹21,999","₹29,999",27%,4.2,"32,840"
B08TZD7FQN,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹299,₹599,50%,3.7,708
B0B21XL94T,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹21,990","₹34,990",37%,4.3,"1,657"
B09PTT8DZF,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹417.44,₹670,38%,3.9,523
B0B94JPY2N,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹999,80%,3,
B0B3XXSB1K,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹47,990","₹79,990",40%,4.3,"1,376"
B08RZ12GKR,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹215,₹499,57%,3.5,121
B0B4T8RSJ1,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹99,₹800,88%,3.9,"1,075"
B0B7B9V9QP,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹18,999","₹35,000",46%,4,"1,001"
B08XXVXP3J,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹249,₹999,75%,4.3,112
B06XGWRKYT,,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions","₹7,999","₹15,999",50%,3.8,"3,022"
B07CWDX49D,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹649,"₹1,600",59%,4.3,"5,451"
B09TY4MSH3,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","₹1,289","₹2,499",48%,3.3,73
B07RY2X9MP,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹609,"₹1,500",59%,4.5,"1,029"
B0B2C5MJN6,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹32,990","₹54,990",40%,4.1,"1,555"
B0BBMGLQDW,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹599,"₹1,999",70%,4.2,47
B01LONQBDG,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹349,₹899,61%,4.1,"14,896"
B08XXF5V6G,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹29,999","₹50,999",41%,4.4,"1,712"
B09HK9JH4F,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹199,₹399,50%,4.2,"1,335"
B09MMD1FDN,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹349,₹699,50%,3.9,214
B09HN7LD5L,,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts","₹1,850","₹4,500",59%,4,184
B0BNDD9TN6,,"Electronics|HomeTheater,TV&Video|Projectors","₹13,990","₹28,900",52%,4.5,7
B0941392C8,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹129,₹449,71%,3.7,41
B01M5967SY,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹379,₹999,62%,4.2,"12,153"
B016MDK4F4,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹185,₹499,63%,4.2,25
B08G43CCLC,,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,₹218,₹999,78%,4.2,163
B0B61GCHC1,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹999,80%,4.3,87
B07RX14W1Q,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹499,₹900,45%,4.4,"2,165"
B09PLD9TCD,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹26,999","₹42,999",37%,4.2,"1,510"
B0B8ZKWGKD,,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",₹893,"₹1,052",15%,4.3,106
B09NNJ9WYM,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹10,990","₹19,990",45%,3.7,129
B08H5L8V1L,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹379,"₹1,099",66%,4.3,"3,049"
B0B8CXTTG3,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹16,999","₹25,999",35%,4.2,"32,840"
B09HCH3JZG,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹699,"₹1,899",63%,4.4,390
B097JVLW3L,,"Electronics|HomeTheater,TV&Video|Accessories|3DGlasses","₹2,699","₹3,500",23%,3.5,621
B09SB6SJB4,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹129,₹599,78%,4.1,265
B08NW8GHCJ,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹389,₹999,61%,4.3,838
B09YHLPQYT,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹246,₹600,59%,4.2,143
B08G1RW2Q3,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹299,₹799,63%,4,151
B08YXJJW8H,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹247,₹399,38%,3.9,200
B09P8M18QM,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","₹1,369","₹2,999",54%,3.3,227
B08BG4M4N7,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹199,₹499,60%,3.8,538
B07VJ9ZTXS,,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹299,₹599,50%,4,171
B084872DQY,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹14,999","₹14,999",0%,4.3,"27,508"
B00GGGOYEU,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹299,₹699,57%,3.9,"1,454"
B08FD2VSD9,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹24,990","₹51,990",52%,4.2,"2,951"
B0BQRJ3C47,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹249,₹999,75%,5,
B095JPKPH3,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹61,999","₹69,999",11%,4.1,"6,753"
B087JWLZ2K,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹24,499","₹50,000",51%,3.9,"3,518"
B09DSXK8JX,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹10,499","₹19,499",46%,4.2,"1,510"
B08V9C4B1J,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹349,₹999,65%,4.3,838
B08PKBMJKS,,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹197,₹499,61%,3.8,136
B0B8VQ7KDS,,"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers","₹1,299","₹2,499",48%,4.3,301
B086JTMRYL,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"₹1,519","₹1,899",20%,4.4,"19,763"
B09RWQ7YR6,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹46,999","₹69,999",33%,4.3,"21,252"
B00OFM6PEO,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹299,₹799,63%,4.3,"1,902"
B0BF57RN3K,,Electronics|WearableTechnology|SmartWatches,"₹1,799","₹19,999",91%,4.2,"13,937"
B0B3RRWSF6,,Electronics|WearableTechnology|SmartWatches,"₹1,998","₹9,999",80%,4.3,"27,696"
B0B5B6PQCT,,Electronics|WearableTechnology|SmartWatches,"₹1,999","₹7,990",75%,3.8,"17,831"
B08HV83HL3,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"₹2,049","₹2,199",7%,4.3,"1,78,912"
B0BBN4DZBD,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹6,499","₹8,999",28%,4,"7,807"
B0B3CPQ5PF,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹28,999","₹28,999",0%,4.3,"17,415"
B0B3CQBRB4,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹28,999","₹28,999",0%,4.3,"17,415"
B0BBN56J5H,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹6,499","₹8,999",28%,4,"7,807"
B0BBN3WF7V,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹6,499","₹8,999",28%,4,"7,807"
B0BDRVFDKP,,Electronics|Accessories|MemoryCards|MicroSD,₹569,"₹1,000",43%,4.4,"67,259"
B0B5LVS732,,Electronics|WearableTechnology|SmartWatches,"₹1,898","₹4,999",62%,4.1,"10,689"
B09V2Q4QVQ,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,"₹1,299","₹1,599",19%,4,"1,28,311"
B09V12K8NT,,Electronics|WearableTechnology|SmartWatches,"₹1,499","₹6,990",79%,3.9,"21,796"
B01DEWVZ2C,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹599,₹999,40%,4.1,"1,92,590"
B0BMGB3CH9,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹9,499","₹11,999",21%,4.2,284
B08D77XZX5,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹599,"₹2,499",76%,3.9,"58,162"
B09XB8GFBQ,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹8,999","₹11,999",25%,4,"12,796"
B07WG8PDCW,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,₹349,"₹1,299",73%,4,"14,282"
B07GPXXNNG,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹349,₹999,65%,4.1,"3,63,713"
B0BDYVC5TD,,Electronics|Accessories|MemoryCards|MicroSD,₹959,"₹1,800",47%,4.4,"67,259"
B0BMGB2TPR,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹9,499","₹11,999",21%,4.2,284
B08MC57J31,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"₹1,499","₹2,499",40%,4.3,"15,970"
B08HVL8QN3,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"₹1,149","₹2,199",48%,4.3,"1,78,912"
B0746JGVDS,,Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles,₹349,₹999,65%,3.9,"46,399"
B08VFF6JQ8,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,"₹1,219","₹1,699",28%,4.4,"8,891"
B09NVPSCQT,,Electronics|WearableTechnology|SmartWatches,"₹1,599","₹3,999",60%,4,"30,254"
B09YV4RG4D,,Electronics|WearableTechnology|SmartWatches,"₹1,499","₹7,999",81%,4.2,"22,636"
B09TWHTBKQ,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹18,499","₹25,999",29%,4.1,"22,318"
B08L5HMJVW,,Electronics|Accessories|MemoryCards|MicroSD,₹369,₹700,47%,4.4,"67,259"
B0B4F2XCK3,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹12,999","₹17,999",28%,4.1,"18,998"
B0BF54972T,,Electronics|WearableTechnology|SmartWatches,"₹1,799","₹19,999",91%,4.2,"13,937"
B09YV4MW2T,,Electronics|WearableTechnology|SmartWatches,"₹2,199","₹9,999",78%,4.2,"29,471"
B09TWH8YHM,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹16,999","₹24,999",32%,4.1,"22,318"
B07WGMMQGP,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹16,499","₹20,999",21%,4,"21,350"
B0BF563HB4,,Electronics|WearableTechnology|SmartWatches,"₹1,799","₹19,999",91%,4.2,"13,937"
B07JW9H4J1,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹399,"₹1,099",64%,4.2,"24,270"
B09GFPVD9Y,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹8,499","₹10,999",23%,4.1,"3,13,836"
B09GFLXVH9,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹6,499","₹8,499",24%,4.1,"3,13,836"
B0BF4YBLPX,,Electronics|WearableTechnology|SmartWatches,"₹1,799","₹19,999",91%,4.2,"13,937"
B09XB7DPW1,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹8,999","₹11,999",25%,4,"12,796"
B07PFJ5W31,,Electronics|Mobiles&Accessories|MobileAccessories|Cables&Adapters|OTGAdapters,₹139,₹495,72%,4.3,"14,185"
B0B3N7LR6K,,Electronics|WearableTechnology|SmartWatches,"₹3,999","₹16,999",76%,4.3,"17,159"
B09ZQK9X8G,,Electronics|WearableTechnology|SmartWatches,"₹2,998","₹5,999",50%,4.1,"5,179"
B098NS6PVG,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹349,43%,4,"43,993"
B07WJV6P1R,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹15,499","₹18,999",18%,4.1,"19,252"
B096MSW6CT,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹999,80%,3.9,"7,928"
B0BF54LXW6,,Electronics|WearableTechnology|SmartWatches,"₹1,799","₹19,999",91%,4.2,"13,937"
B09XB7SRQ5,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹8,999","₹11,999",25%,4,"12,796"
B09FFK1PQG,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,₹873,"₹1,699",49%,4.4,"1,680"
B09RMQYHLH,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹12,999","₹15,999",19%,4.2,"13,246"
B08ZN4B121,,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|Tripods,₹539,"₹1,599",66%,3.8,"14,648"
B0B3RSDSZ3,,Electronics|WearableTechnology|SmartWatches,"₹1,999","₹9,999",80%,4.3,"27,696"
B08VB34KJ1,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹15,490","₹20,990",26%,4.2,"32,916"
B09T39K9YL,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹19,999","₹24,999",20%,3.9,"25,824"
B08VF8V79P,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,"₹1,075","₹1,699",37%,4.4,"7,462"
B08G28Z33M,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹399,₹699,43%,4,"37,817"
B09PNKXSKF,,Electronics|WearableTechnology|SmartWatches,"₹1,999","₹3,990",50%,4,"30,254"
B0B5DDJNH4,,Electronics|WearableTechnology|SmartWatches,"₹1,999","₹7,990",75%,3.8,"17,831"
B08HDJ86NZ,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹329,₹699,53%,4.2,"94,364"
B08CF3B7N1,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹154,₹399,61%,4.2,"16,905"
B07WDKLDRX,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹28,999","₹34,999",17%,4.4,"20,311"
B09MQSCJQ1,,Electronics|WearableTechnology|SmartWatches,"₹2,299","₹7,990",71%,4.2,"69,622"
B094YFFSMY,,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,₹399,"₹1,999",80%,4,"3,382"
B09MT84WV5,,Electronics|Accessories|MemoryCards|MicroSD,"₹1,149","₹3,999",71%,4.3,"1,40,036"
B08VS3YLRK,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹529,"₹1,499",65%,4.1,"8,599"
B0B4F3QNDM,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹13,999","₹19,499",28%,4.1,"18,998"
B07GQD4K6L,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹379,₹999,62%,4.1,"3,63,713"
B07WDKLRM4,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹13,999","₹19,999",30%,4.1,"19,252"
B0BP18W8TM,,Electronics|WearableTechnology|SmartWatches,"₹3,999","₹9,999",60%,4.4,73
B08Y1TFSP6,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹149,"₹1,000",85%,3.9,"24,870"
B07GXHC691,,Electronics|Mobiles&Accessories|MobileAccessories|Stands,₹99,₹499,80%,4.3,"42,641"
B08FN6WGDQ,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹4,790","₹15,990",70%,4,"4,390"
B0B3D39RKV,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹33,999","₹33,999",0%,4.3,"17,415"
B085HY1DGR,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|CableConnectionProtectors,₹99,₹999,90%,4,"1,396"
B08D75R3Z1,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹299,"₹1,900",84%,3.6,"18,202"
B0B4F2TTTS,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹10,999","₹14,999",27%,4.1,"18,998"
B09WRMNJ9G,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹34,999","₹38,999",10%,4.2,"11,029"
